Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 70 | 中間レビュー","SUBLEVEL 6","wrapup","成長ストーリー","","成長ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 1","warmup","個人的な将来計画の経験","","個人的な将来計画の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 2","ice_breaker","将来計画に関する詳細と理由","","将来計画に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 3","discussion","異なる視点からの将来計画の比較","","異なる視点からの将来計画の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 4","follow_up","将来計画における課題や問題点","","将来計画における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 5","practice","将来計画に対する個人の意見と振り返り","","将来計画に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 71 | 将来計画","SUBLEVEL 6","wrapup","将来計画にまつわる拡張ストーリー","","将来計画にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 1","warmup","個人的な価値観の経験","","個人的な価値観の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 2","ice_breaker","価値観に関する詳細と理由","","価値観に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 3","discussion","異なる視点からの価値観の比較","","異なる視点からの価値観の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 4","follow_up","価値観における課題や問題点","","価値観における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 5","practice","価値観に対する個人の意見と振り返り","","価値観に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 72 | 価値観","SUBLEVEL 6","wrapup","価値観にまつわる拡張ストーリー","","価値観にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 1","warmup","個人的な文化の経験","","個人的な文化の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 2","ice_breaker","文化に関する詳細と理由","","文化に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 3","discussion","異なる視点からの文化の比較","","異なる視点からの文化の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 4","follow_up","文化における課題や問題点","","文化における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 5","practice","文化に対する個人の意見と振り返り","","文化に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 73 | 文化","SUBLEVEL 6","wrapup","文化にまつわる拡張ストーリー","","文化にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 1","warmup","個人的な問題解決の経験","","個人的な問題解決の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 2","ice_breaker","問題解決に関する詳細と理由","","問題解決に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 3","discussion","異なる視点からの問題解決の比較","","異なる視点からの問題解決の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 4","follow_up","問題解決における課題や問題点","","問題解決における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 5","practice","問題解決に対する個人の意見と振り返り","","問題解決に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 74 | 問題解決","SUBLEVEL 6","wrapup","問題解決にまつわる拡張ストーリー","","問題解決にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 1","warmup","個人的なリーダーシップの経験","","個人的なリーダーシップの経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 2","ice_breaker","リーダーシップに関する詳細と理由","","リーダーシップに関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 3","discussion","異なる視点からのリーダーシップの比較","","異なる視点からのリーダーシップの比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 4","follow_up","リーダーシップにおける課題や問題点","","リーダーシップにおける課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 5","practice","リーダーシップに対する個人の意見と振り返り","","リーダーシップに対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 75 | リーダーシップ","SUBLEVEL 6","wrapup","リーダーシップにまつわる拡張ストーリー","","リーダーシップにまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 1","warmup","個人的な意見と議論の経験","","個人的な意見と議論の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 2","ice_breaker","意見と議論に関する詳細と理由","","意見と議論に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 3","discussion","異なる視点からの意見と議論の比較","","異なる視点からの意見と議論の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 4","follow_up","意見と議論における課題や問題点","","意見と議論における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 5","practice","意見と議論に対する個人の意見と振り返り","","意見と議論に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 76 | 意見と議論","SUBLEVEL 6","wrapup","意見と議論にまつわる拡張ストーリー","","意見と議論にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 1","warmup","個人的な失敗と成長の経験","","個人的な失敗と成長の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 2","ice_breaker","失敗と成長に関する詳細と理由","","失敗と成長に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 3","discussion","異なる視点からの失敗と成長の比較","","異なる視点からの失敗と成長の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 4","follow_up","失敗と成長における課題や問題点","","失敗と成長における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 5","practice","失敗と成長に対する個人の意見と振り返り","","失敗と成長に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 77 | 失敗と成長","SUBLEVEL 6","wrapup","失敗と成長にまつわる拡張ストーリー","","失敗と成長にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 1","warmup","個人的な成功の経験","","個人的な成功の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 2","ice_breaker","成功に関する詳細と理由","","成功に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 3","discussion","異なる視点からの成功の比較","","異なる視点からの成功の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 4","follow_up","成功における課題や問題点","","成功における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 5","practice","成功に対する個人の意見と振り返り","","成功に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 78 | 成功","SUBLEVEL 6","wrapup","成功にまつわる拡張ストーリー","","成功にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 1","warmup","個人的な倫理の経験","","個人的な倫理の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 2","ice_breaker","倫理に関する詳細と理由","","倫理に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 3","discussion","異なる視点からの倫理の比較","","異なる視点からの倫理の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 4","follow_up","倫理における課題や問題点","","倫理における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 5","practice","倫理に対する個人の意見と振り返り","","倫理に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 79 | 倫理","SUBLEVEL 6","wrapup","倫理にまつわる拡張ストーリー","","倫理にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 1","warmup","個人的な高度な自己振り返りの経験","","個人的な高度な自己振り返りの経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 2","ice_breaker","高度な自己振り返りに関する詳細と理由","","高度な自己振り返りに関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 3","discussion","異なる視点からの高度な自己振り返りの比較","","異なる視点からの高度な自己振り返りの比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 4","follow_up","高度な自己振り返りにおける課題や問題点","","高度な自己振り返りにおける課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 5","practice","高度な自己振り返りに対する個人の意見と振り返り","","高度な自己振り返りに対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 80 | 高度な自己振り返り","SUBLEVEL 6","wrapup","高度な自己振り返りにまつわる拡張ストーリー","","高度な自己振り返りにまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 1","warmup","個人的な教育システムの経験","","個人的な教育システムの経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 2","ice_breaker","教育システムに関する詳細と理由","","教育システムに関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 3","discussion","異なる視点からの教育システムの比較","","異なる視点からの教育システムの比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 4","follow_up","教育システムにおける課題や問題点","","教育システムにおける課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 5","practice","教育システムに対する個人の意見と振り返り","","教育システムに対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 81 | 教育システム","SUBLEVEL 6","wrapup","教育システムにまつわる拡張ストーリー","","教育システムにまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 1","warmup","個人的な職場環境の経験","","個人的な職場環境の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 2","ice_breaker","職場環境に関する詳細と理由","","職場環境に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 3","discussion","異なる視点からの職場環境の比較","","異なる視点からの職場環境の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 4","follow_up","職場環境における課題や問題点","","職場環境における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 5","practice","職場環境に対する個人の意見と振り返り","","職場環境に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 82 | 職場環境","SUBLEVEL 6","wrapup","職場環境にまつわる拡張ストーリー","","職場環境にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 1","warmup","個人的なテクノロジーと未来の経験","","個人的なテクノロジーと未来の経験についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 2","ice_breaker","テクノロジーと未来に関する詳細と理由","","テクノロジーと未来に関する詳細と理由についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 3","discussion","異なる視点からのテクノロジーと未来の比較","","異なる視点からのテクノロジーと未来の比較についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 4","follow_up","テクノロジーと未来における課題や問題点","","テクノロジーと未来における課題や問題点についての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 5","practice","テクノロジーと未来に対する個人の意見と振り返り","","テクノロジーと未来に対する個人の意見と振り返りについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 83 | テクノロジーと未来","SUBLEVEL 6","wrapup","テクノロジーと未来にまつわる拡張ストーリー","","テクノロジーと未来にまつわる拡張ストーリーについての発話練習とディスカッション。",""
"Japanese","JA_STAGE_3_LEVEL_61-100.docx","LEVEL 84 | 社会責任","SUBLEVEL 1","warmup","個人的な社会責任の経験","","個人的な社会責任の経験についての発話練習とディスカッション。",""
