Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","","","","","","JA_STAGE_2_LEVEL_31-60",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 1","warmup","日常の食事","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 2","discussion","食習慣","","食習慣について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 2","discussion","食習慣","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 3","follow_up","自炊 vs 外食","","自炊 vs 外食について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 3","follow_up","自炊 vs 外食","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 4","practice","健康 vs 不健康","","健康 vs 不健康について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 4","practice","健康 vs 不健康","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 5","discussion","食生活の変化","","食生活の変化について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 5","discussion","食生活の変化","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 6","wrapup","ライフスタイルの振り返り","","ライフスタイルの振り返りについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 33 | 食事・習慣・ライフスタイル","SUBLEVEL 6","wrapup","ライフスタイルの振り返り","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 1","warmup","勉強・仕事の場所","","勉強・仕事の場所について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 1","warmup","勉強・仕事の場所","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 2","discussion","カフェ・レストラン","","カフェ・レストランについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 2","discussion","カフェ・レストラン","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 3","follow_up","買い物場所","","買い物場所について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 3","follow_up","買い物場所","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 4","practice","リラックス場所","","リラックス場所について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 4","practice","リラックス場所","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 5","discussion","好きな理由","","好きな理由について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 5","discussion","好きな理由","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 6","wrapup","日常の移動","","日常の移動について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 34 | よく行く場所","SUBLEVEL 6","wrapup","日常の移動","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 1","warmup","職場・学校の人","","職場・学校の人について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 1","warmup","職場・学校の人","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 2","discussion","友人・クラスメート","","友人・クラスメートについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 2","discussion","友人・クラスメート","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 3","follow_up","家族との連絡","","家族との連絡について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 3","follow_up","家族との連絡","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 4","practice","近所の人","","近所の人について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 4","practice","近所の人","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 5","discussion","コミュニケーションスタイル","","コミュニケーションスタイルについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 5","discussion","コミュニケーションスタイル","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 6","wrapup","人間関係まとめ","","人間関係まとめについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 35 | 日常の人間関係","SUBLEVEL 6","wrapup","人間関係まとめ","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 1","warmup","良い経験","","良い経験について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 1","warmup","良い経験","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 2","discussion","悪い経験","","悪い経験について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 2","discussion","悪い経験","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 3","follow_up","初めての経験","","初めての経験について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 3","follow_up","初めての経験","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 4","practice","学んだこと","","学んだことについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 4","practice","学んだこと","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 5","discussion","感情の変化","","感情の変化について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 5","discussion","感情の変化","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 6","wrapup","ストーリー","","ストーリーについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 36 | 過去の経験","SUBLEVEL 6","wrapup","ストーリー","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 1","warmup","通勤","","通勤について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 1","warmup","通勤","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 2","discussion","交通問題","","交通問題について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 2","discussion","交通問題","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 3","follow_up","好み","","好みについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 3","follow_up","好み","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 4","practice","過去の旅行","","過去の旅行について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 4","practice","過去の旅行","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 5","discussion","未来の計画","","未来の計画について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 5","discussion","未来の計画","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 6","wrapup","旅行ストーリー","","旅行ストーリーについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 37 | 旅行と交通","SUBLEVEL 6","wrapup","旅行ストーリー","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 1","warmup","学習内容","","学習内容について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 1","warmup","学習内容","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 2","discussion","学習方法","","学習方法について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 2","discussion","学習方法","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 3","follow_up","困難","","困難について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 3","follow_up","困難","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 4","practice","一人 vs グループ","","一人 vs グループについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 4","practice","一人 vs グループ","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 5","discussion","改善","","改善について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 5","discussion","改善","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 6","wrapup","振り返り","","振り返りについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 38 | 学習","SUBLEVEL 6","wrapup","振り返り","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 1","warmup","主なタスク","","主なタスクについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 1","warmup","主なタスク","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 2","discussion","責任","","責任について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 2","discussion","責任","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 3","follow_up","簡単な仕事","","簡単な仕事について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 3","follow_up","簡単な仕事","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 4","practice","難しい仕事","","難しい仕事について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 4","practice","難しい仕事","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 5","discussion","チームワーク","","チームワークについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 5","discussion","チームワーク","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 6","wrapup","1日のまとめ","","1日のまとめについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 39 | 仕事と責任","SUBLEVEL 6","wrapup","1日のまとめ","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 1","warmup","言語問題","","言語問題について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 1","warmup","言語問題","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 2","discussion","誤解","","誤解について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 2","discussion","誤解","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 3","follow_up","聞き返し","","聞き返しについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 3","follow_up","聞き返し","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 4","practice","意味確認","","意味確認について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 4","practice","意味確認","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 5","discussion","解決方法","","解決方法について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 5","discussion","解決方法","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 6","wrapup","ストーリー","","ストーリーについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 40 | コミュニケーション問題","SUBLEVEL 6","wrapup","ストーリー","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 1","warmup","好き・嫌い＋理由","","好き・嫌い＋理由について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 1","warmup","好き・嫌い＋理由","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 2","discussion","意思決定","","意思決定について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 2","discussion","意思決定","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 3","follow_up","テクノロジー","","テクノロジーについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 3","follow_up","テクノロジー","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 4","practice","エンタメ","","エンタメについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 4","practice","エンタメ","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 5","discussion","買い物・サービス","","買い物・サービスについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 41 | 意見と選択","SUBLEVEL 5","discussion","買い物・サービス","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 1","warmup","社会状況","","社会状況について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 1","warmup","社会状況","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 2","discussion","チームワーク","","チームワークについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 2","discussion","チームワーク","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 3","follow_up","問題解決","","問題解決について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 3","follow_up","問題解決","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 4","practice","健康とストレス","","健康とストレスについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 4","practice","健康とストレス","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 5","discussion","計画と意思決定","","計画と意思決定について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 46 | 社会的やり取り","SUBLEVEL 5","discussion","計画と意思決定","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 1","warmup","人生の変化","","人生の変化について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 1","warmup","人生の変化","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 2","discussion","目標とモチベーション","","目標とモチベーションについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 2","discussion","目標とモチベーション","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 3","follow_up","比較","","比較について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 3","follow_up","比較","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 4","practice","アドバイス","","アドバイスについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 4","practice","アドバイス","","自分の経験や考えを説明します。",""
