Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"English","ENG 31-60.docx","LEVEL 42 | MAKING CHOICES","SUBLEVEL 2","ice_breaker","Study/work choices","","Describe choices related to study or work.",""
"English","ENG 31-60.docx","LEVEL 42 | MAKING CHOICES","SUBLEVEL 3","discussion","Choosing between two options","","Explain how you choose A or B.",""
"English","ENG 31-60.docx","LEVEL 42 | MAKING CHOICES","SUBLEVEL 4","follow_up","Simple pros & cons","","Talk about good and bad points of a choice.",""
"English","ENG 31-60.docx","LEVEL 42 | MAKING CHOICES","SUBLEVEL 5","practice","Satisfied or regretful choices","","Describe a choice you feel good or bad about.",""
"English","ENG 31-60.docx","LEVEL 42 | MAKING CHOICES","SUBLEVEL 6","wrapup","Decision story","","Tell the story of one decision from start to result.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 1","warmup","Daily phone use","","Describe how you use your phone every day.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 2","ice_breaker","Apps and tools","","Talk about apps or tools you often use.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 3","discussion","Benefits of technology","","Explain how technology helps your life.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 4","follow_up","Problems with technology","","Describe problems or stress caused by technology.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 5","practice","Technology habits","","Talk about good or bad tech habits.",""
"English","ENG 31-60.docx","LEVEL 43 | TECHNOLOGY IN DAILY LIFE","SUBLEVEL 6","wrapup","Technology reflection","","Summarize how technology affects your life.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 1","warmup","Movies and series","","Describe movies or series you watch.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 2","ice_breaker","Music and audio","","Talk about music you like and when you listen.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 3","discussion","Online entertainment","","Describe YouTube, TikTok, games, or online content.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 4","follow_up","Entertainment habits","","Explain how often and when you relax with media.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 5","practice","Watching alone or with others","","Compare entertainment alone vs with friends.",""
"English","ENG 31-60.docx","LEVEL 44 | ENTERTAINMENT & MEDIA","SUBLEVEL 6","wrapup","Entertainment story","","Tell a story about a memorable entertainment experience.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 1","warmup","Shopping habits","","Describe what and how often you shop.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 2","ice_breaker","Online vs offline shopping","","Compare shopping online and in stores.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 3","discussion","Price, quality & choice","","Talk about how you choose products.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 4","follow_up","Service experiences","","Describe good or bad service experiences.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 5","practice","Customer problems","","Talk about problems and how you solved them.",""
"English","ENG 31-60.docx","LEVEL 45 | SHOPPING & SERVICES","SUBLEVEL 6","wrapup","Shopping story","","Tell a full shopping experience story.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 1","warmup","Meeting new people","","Describe how you meet new people.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 2","ice_breaker","Starting conversations","","Talk about common small talk topics.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 3","discussion","Keeping conversations going","","Explain how you continue a conversation.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 4","follow_up","Feeling shy or confident","","Describe your feelings in social situations.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 5","practice","Social difficulties","","Talk about problems in social communication.",""
"English","ENG 31-60.docx","LEVEL 46 | SOCIAL SITUATIONS","SUBLEVEL 6","wrapup","Social experience story","","Tell a story about a social situation.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 1","warmup","Group tasks","","Describe tasks you do in a group.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 2","ice_breaker","Roles in teamwork","","Explain your role when working with others.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 3","discussion","Teamwork problems","","Talk about problems in teamwork.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 4","follow_up","Giving opinions politely","","Practice sharing opinions politely.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 5","practice","Solving team issues","","Explain how problems were solved.",""
"English","ENG 31-60.docx","LEVEL 47 | WORKING WITH OTHERS","SUBLEVEL 6","wrapup","Teamwork reflection","","Summarize what you learned about teamwork.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 1","warmup","Common daily problems","","Describe problems at work, study, or home.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 2","ice_breaker","Causes of problems","","Explain why these problems happen.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 3","discussion","Asking for help","","Talk about how you ask for help.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 4","follow_up","Giving simple solutions","","Suggest simple ways to solve problems.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 5","practice","Results of solutions","","Explain what happened after solving the problem.",""
"English","ENG 31-60.docx","LEVEL 48 | DAILY PROBLEMS & SOLUTIONS","SUBLEVEL 6","wrapup","Problem-solving story","","Tell a full problem → solution story.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 1","warmup","Feeling tired or stressed","","Describe when and why you feel tired.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 2","ice_breaker","Sources of stress","","Talk about things that cause stress.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 3","discussion","Relaxing activities","","Explain what helps you relax.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 4","follow_up","Healthy habits","","Describe habits for better health.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 5","practice","Work–life balance","","Talk about balancing work/study and rest.",""
"English","ENG 31-60.docx","LEVEL 49 | HEALTH, STRESS & BALANCE","SUBLEVEL 6","wrapup","Health reflection","","Summarize your health and balance situation.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 1","warmup","Short-term plans","","Describe plans for this week or month.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 2","ice_breaker","Changing plans","","Talk about plans that changed.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 3","discussion","Planning with others","","Explain how you plan with friends or colleagues.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 4","follow_up","Difficult plans","","Describe plans that are hard to make.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 5","practice","Results of planning","","Talk about success or failure of plans.",""
"English","ENG 31-60.docx","LEVEL 50 | PLANS & DECISIONS","SUBLEVEL 6","wrapup","Planning summary","","Summarize your planning style.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 1","warmup","Life before","","Describe your life in the past.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 2","ice_breaker","Life now","","Talk about your current life.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 3","discussion","Big changes","","Describe one important life change.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 4","follow_up","Small daily changes","","Talk about small changes in habits.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 5","practice","Positive & negative changes","","Compare good and bad changes.",""
"English","ENG 31-60.docx","LEVEL 51 | LIFE CHANGES","SUBLEVEL 6","wrapup","Life change story","","Tell the story of a life change.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 1","warmup","Personal goals","","Describe goals in your personal life.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 2","ice_breaker","Study or work goals","","Talk about career or study goals.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 3","discussion","Motivation sources","","Explain what motivates you.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 4","follow_up","Difficulties and obstacles","","Talk about problems in reaching goals.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 5","practice","Staying motivated","","Describe how you keep going.",""
"English","ENG 31-60.docx","LEVEL 52 | GOALS & MOTIVATION","SUBLEVEL 6","wrapup","Goal reflection","","Summarize your goals and motivation.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 1","warmup","Daily routines comparison","","Compare your life with others’.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 2","ice_breaker","City vs quiet life","","Compare different living styles.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 3","discussion","Work/study styles","","Compare ways of working or studying.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 4","follow_up","Past vs present","","Compare your past and present life.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 5","practice","Preferences","","Explain which you prefer and why.",""
"English","ENG 31-60.docx","LEVEL 53 | DAILY LIFE COMPARISONS","SUBLEVEL 6","wrapup","Comparison summary","","Summarize your comparisons.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 1","warmup","Common problems","","Describe common problems people have.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 2","ice_breaker","Giving advice","","Give advice using should / can.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 3","discussion","Advice to friends","","Talk about advice you gave or received.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 4","follow_up","Good vs bad advice","","Compare helpful and unhelpful advice.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 5","practice","Following advice","","Talk about results of following advice.",""
"English","ENG 31-60.docx","LEVEL 54 | GIVING SIMPLE ADVICE","SUBLEVEL 6","wrapup","Advice role-play","","Simulate giving advice in a situation.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 1","warmup","Explaining a problem clearly","","Describe a problem step by step.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 2","ice_breaker","Causes of the problem","","Explain why it happened.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 3","discussion","Possible solutions","","Suggest different solutions.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 4","follow_up","Choosing a solution","","Explain why you chose one solution.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 5","practice","Results","","Describe the outcome.",""
"English","ENG 31-60.docx","LEVEL 55 | PROBLEM-SOLVING TALK","SUBLEVEL 6","wrapup","Problem case story","","Tell the full problem-solving story.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 1","warmup","Best experiences","","Talk about a positive work/study experience.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 2","ice_breaker","Difficult moments","","Describe a challenging situation.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 3","discussion","Mistakes and learning","","Talk about mistakes you made.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 4","follow_up","People involved","","Describe people in that experience.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 5","practice","Changes after experience","","Explain how you changed.",""
"English","ENG 31-60.docx","LEVEL 56 | WORK & STUDY EXPERIENCES","SUBLEVEL 6","wrapup","Experience summary","","Summarize the experience.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 1","warmup","Work vs study life","","Share opinions on work and study.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 2","ice_breaker","Busy vs relaxed life","","Compare two lifestyles.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 3","discussion","Online vs offline life","","Talk about modern life.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 4","follow_up","Good and bad points","","Explain advantages and disadvantages.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 5","practice","Personal opinion","","Share your preference.",""
"English","ENG 31-60.docx","LEVEL 57 | OPINIONS ABOUT DAILY LIFE","SUBLEVEL 6","wrapup","Opinion reflection","","Summarize your views.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 1","warmup","Explaining routines","","Explain how you do something daily.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 2","ice_breaker","Explaining a process","","Describe steps of a simple process.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 3","discussion","Giving examples","","Support ideas with examples.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 4","follow_up","Clarifying meaning","","Practice making ideas clear.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 5","practice","Checking understanding","","Ask if others understand.",""
"English","ENG 31-60.docx","LEVEL 58 | EXPLAINING IDEAS CLEARLY","SUBLEVEL 6","wrapup","Clear explanation story","","Explain something from start to end.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 1","warmup","Future study or work ideas","","Talk about future directions.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 2","ice_breaker","Skills to learn","","Describe skills you want to improve.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 3","discussion","Possible challenges","","Talk about future difficulties.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 4","follow_up","Preparation plans","","Explain how you prepare.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 5","practice","Hope and worries","","Share hopes and worries.",""
"English","ENG 31-60.docx","LEVEL 59 | PREPARING FOR THE FUTURE","SUBLEVEL 6","wrapup","Future vision talk","","Describe your future life.",""
"English","ENG 31-60.docx","LEVEL 60 | MY LIFE, MY VOICE (STAGE EXIT)","SUBLEVEL 1","warmup","My past","","Talk about where you started.",""
"English","ENG 31-60.docx","LEVEL 60 | MY LIFE, MY VOICE (STAGE EXIT)","SUBLEVEL 2","ice_breaker","My present","","Describe your current life.",""
"English","ENG 31-60.docx","LEVEL 60 | MY LIFE, MY VOICE (STAGE EXIT)","SUBLEVEL 3","discussion","My strengths","","Talk about what you do well.",""
"English","ENG 31-60.docx","LEVEL 60 | MY LIFE, MY VOICE (STAGE EXIT)","SUBLEVEL 4","follow_up","My challenges","","Describe difficulties you face.",""
"English","ENG 31-60.docx","LEVEL 60 | MY LIFE, MY VOICE (STAGE EXIT)","SUBLEVEL 5","practice","My future direction","","Talk about where you are going.",""
